,Search,Title,Location,Company,Salary,Summary,Post_Date,Link
398,Business Analyst,Test Analyst (Mobile / Android Apps),Melbourne VIC,Pactera Technologies Australia,None,None,8 days ago,https://www.indeed.com/rc/clk?jk=c5d300dcf068216e&fccid=4e1fddd498d39df9&vjs=3
399,Business Analyst,Level 2/3 Technical Support Analyst,Melbourne VIC,Profusion Group,"$75,000 - $85,000 a year",None,22 days ago,https://www.indeed.com/rc/clk?jk=d5f08a0d2d7531f5&fccid=34aeee3382b744b8&vjs=3
400,Business Analyst,Commercial Analyst,Melbourne VIC,Sharp & Carter,"$90,000 - $110,000 a year",None,17 days ago,https://www.indeed.com/rc/clk?jk=2afd8cde1a5bc815&fccid=f8f9bb2af86e4fd7&vjs=3
401,Business Analyst,Performance Test Analyst,Melbourne VIC,Araza,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=04e8281e85a9d459&fccid=7da492f7ba6b6eb1&vjs=3
402,Business Analyst,SAP BI Analyst,Melbourne VIC,Sapture International,None,None,21 days ago,https://www.indeed.com/rc/clk?jk=e669428c40a68751&fccid=af468208c8efd342&vjs=3
403,Business Analyst,Investor Relations Coordinator,Melbourne VIC,LiveTiles,None,None,1 day ago,https://www.indeed.com/rc/clk?jk=a43cb25ee96f11c4&fccid=0d85b9006db28755&vjs=3
404,Business Analyst,Data Visualization/Analytics Teaching Assistant - Monash Uni...,Melbourne VIC,Trilogy Education,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=210958da4f54a38f&fccid=44e83bef98759943&vjs=3
405,Business Analyst,Threat Intelligence Analyst,Melbourne VIC,Aurec,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=b4bcb6bcd03a9938&fccid=73064d8533821f6b&vjs=3
406,Business Analyst,Investment Analyst,Melbourne VIC,FourQuarters,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=a4fd80b322f31b54&fccid=3c9bc1385272ea26&vjs=3
407,Business Analyst,FinSim Analyst/ Tester,Melbourne VIC,Powerdata Group Consulting,None,None,14 days ago,https://www.indeed.com/rc/clk?jk=207dad0fd97ac2b2&fccid=7f3c19acea2fc84b&vjs=3
408,Business Analyst,Energy Markets Operations Analyst,Melbourne VIC,ACRWORLD,None,None,8 days ago,https://www.indeed.com/rc/clk?jk=1ca3f500e0db6f56&fccid=03970b997fef46c9&vjs=3
409,Business Analyst,Threat Intelligence Analyst,Melbourne VIC,Aurec Human Capital Group,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=dfcdf519b2b3a105&fccid=07536a6769894b49&vjs=3
410,Business Analyst,Application Support Analyst,Melbourne VIC,AC3,None,None,14 days ago,https://www.indeed.com/rc/clk?jk=11d3705c17f0f724&fccid=ef620f01fea7c69a&vjs=3
411,Business Analyst,Cost Analyst,Melbourne VIC,Powerdata Group Consulting,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=cbf9ea9106487148&fccid=7f3c19acea2fc84b&vjs=3
412,Business Analyst,Senior Investment Accounting/Tax - Analyst,Melbourne VIC,Grant Executive Search,None,None,Just posted,https://www.indeed.com/rc/clk?jk=fd7922f181a18cd3&fccid=b54a075221c41910&vjs=3
413,Business Analyst,Office manager at ed-tech startup,Melbourne VIC,Edrolo,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=abb1d59a26a74fea&fccid=59c5e6cf110e67e3&vjs=3
414,Business Analyst,Energy Markets Operations Analyst,Melbourne VIC,ACRWORLD,None,None,8 days ago,https://www.indeed.com/rc/clk?jk=c4377bd9266c4c1e&fccid=03970b997fef46c9&vjs=3
415,Business Analyst,Communications Specialist,Melbourne VIC,Ardor People Pty Ltd,None,None,13 days ago,https://www.indeed.com/rc/clk?jk=cf79146e0fae5a01&fccid=248324ffb1619017&vjs=3
416,Business Analyst,Salesforce Test Analyst,Melbourne VIC,Natural Selection Group,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=f94e7806c065a7ea&fccid=d1438ffa8959314f&vjs=3
417,Business Analyst,Security Analyst,Richmond VIC,Halcyon Knights - LogicMelon,None,None,14 days ago,https://www.indeed.com/rc/clk?jk=688739bce2f1206a&fccid=f69e45c25266dfe5&vjs=3
418,Business Analyst,Test Analyst | Infrastructure,Melbourne VIC,Araza,None,None,20 days ago,https://www.indeed.com/rc/clk?jk=a4b760cee7caa091&fccid=7da492f7ba6b6eb1&vjs=3
419,Business Analyst,Senior Account Executive,Melbourne VIC,Anaplan,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=a5e5069e1ce7e0ff&fccid=dd616958bd9ddc12&vjs=3
420,Business Analyst,Senior Test Analyst - Automation,Melbourne VIC,Quinn Allan Executive Pty Ltd,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=c979b3c13857f0ae&fccid=ad7a20b4318cd425&vjs=3
421,Business Analyst,Senior Test Analyst - Automation,Melbourne VIC,Quinn Allan Executive Pty Ltd,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=0045064829b6d59c&fccid=ad7a20b4318cd425&vjs=3
422,Business Analyst,Senior Technical Analyst (Salesforce),Melbourne VIC,Ardor People Pty Ltd,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=e7637c4f33260995&fccid=248324ffb1619017&vjs=3
423,Business Analyst,Finance Business Partner - Insurance,Melbourne VIC,Kaizen Recruitment,None,None,8 days ago,https://www.indeed.com/rc/clk?jk=3a2b7d174299646a&fccid=2202170e724d2012&vjs=3
424,Business Analyst,GRC with NV2,Melbourne VIC,halcyonknights,None,None,15 days ago,https://www.indeed.com/rc/clk?jk=5f1ca4f04c790173&fccid=b11f6a4fa1f7ea2f&vjs=3
425,Business Analyst,Project Manager: Health Sector,Melbourne VIC,Finite IT,$80 - $90 an hour,None,28 days ago,https://www.indeed.com/rc/clk?jk=3a11207a82e0d25e&fccid=8ea6dbf86d77fd6e&vjs=3
426,Business Analyst,Financial Analysts,Melbourne VIC,TPG,None,None,7 days ago,https://www.indeed.com/rc/clk?jk=832c1bfe1ee56efa&fccid=5f8d41effd0563f4&vjs=3
427,Business Analyst,Credit Card Payment System Testers,Melbourne VIC,Powerdata Group Consulting,None,None,14 days ago,https://www.indeed.com/rc/clk?jk=b799899e1e24500f&fccid=7f3c19acea2fc84b&vjs=3
428,Business Analyst,Sales & Finance Analyst - Northern Suburbs,Melbourne VIC,Sharp & Carter,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=4427442c6f83bb24&fccid=f8f9bb2af86e4fd7&vjs=3
429,Business Analyst,Regional Sales Executive - ANZ,Melbourne VIC,Collibra,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=fd4efd8ec8203b0e&fccid=8b463f9c600f302c&vjs=3
430,Business Analyst,Retail Solution Architect,Melbourne VIC,Ardor People Pty Ltd,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=bae864a5f32a7955&fccid=248324ffb1619017&vjs=3
431,Business Analyst,Investment Performance Analyst - Funds Management,Melbourne VIC,Kaizen Recruitment,None,None,22 days ago,https://www.indeed.com/rc/clk?jk=4b859ebe2289492e&fccid=2202170e724d2012&vjs=3
432,Business Analyst,Investment Reporting & Performance Manager,Melbourne VIC,Perigon Group,None,None,29 days ago,https://www.indeed.com/rc/clk?jk=9d88d111901ac589&fccid=988e9c7db09eb732&vjs=3
433,Business Analyst,Application Support - Level 3,Melbourne VIC,FourQuarters,"$75,000 - $85,000 a year",None,21 days ago,https://www.indeed.com/rc/clk?jk=01cacb7ab39e9aaa&fccid=3c9bc1385272ea26&vjs=3
434,Business Analyst,Investment Operations Analyst - Funds Management,Melbourne VIC,Kaizen Recruitment,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=918c9cd8bfa02e4d&fccid=2202170e724d2012&vjs=3
435,Business Analyst,"Senior Analyst, Investor Relations",Melbourne VIC,Numbers Executive,None,None,9 days ago,https://www.indeed.com/rc/clk?jk=0587d29f58b723ab&fccid=9c97a428b6d54a91&vjs=3
436,Business Analyst,SAP BW Developer,Melbourne VIC,FourQuarters,None,None,15 days ago,https://www.indeed.com/rc/clk?jk=72bd20ef70c040fb&fccid=3c9bc1385272ea26&vjs=3
437,Business Analyst,Partner Marketing Specialist,Melbourne VIC,Pro Search Partners Pty Ltd,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=8f2b2bec4fa58ddd&fccid=69ef5c55d8a8805c&vjs=3
438,Business Analyst,Data Analytics Consultant | Cutting Edge Forensic Intelligen...,Melbourne VIC,J2 Recruitment,$650 - $800 a day,None,30+ days ago,https://www.indeed.com/rc/clk?jk=dca30f09a0b50878&fccid=d6e6df876413d816&vjs=3
439,Business Analyst,Data Solutions Lead,Melbourne VIC,Quinn Allan Executive Pty Ltd,None,None,17 days ago,https://www.indeed.com/rc/clk?jk=3160b4a4488d5c89&fccid=ad7a20b4318cd425&vjs=3
440,Business Analyst,City Launcher Melbourne,Melbourne VIC,Bolt,None,None,12 days ago,https://www.indeed.com/rc/clk?jk=76d0c5db022b60f9&fccid=2472edbe03e34796&vjs=3
441,Business Analyst,Security Operations Analyst - Incident Response and Threat,Melbourne VIC,J5 Group Pty Ltd,"$140,000 - $150,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=413dc652975ba7a2&fccid=454103f39c169e53&vjs=3
442,Business Analyst,Forgerock Business Analyst / Technical Lead / Architect,Melbourne VIC,Zone IT Solutions,"$90,000 - $180,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=796cde9dda263f92&fccid=2939b66dc7c2f128&vjs=3
443,Business Analyst,Senior Performance Analyst - Funds Management,Melbourne VIC,Kaizen Recruitment,None,None,21 days ago,https://www.indeed.com/rc/clk?jk=ca181c911335eccd&fccid=2202170e724d2012&vjs=3
444,Business Analyst,Salesforce Test Analyst,Melbourne VIC,Zone IT Solutions,"$90,000 - $180,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=c320427c0e233394&fccid=2939b66dc7c2f128&vjs=3
445,Business Analyst,C++/ Java developer,Melbourne VIC,Miller Gold,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=3da7ec61d2c9ee96&fccid=4332d5c3a16a9ec0&vjs=3
446,Business Analyst,Office Manager | Accounting Firm | Varied Role,Melbourne VIC,Brook Recruitment,None,None,1 day ago,https://www.indeed.com/rc/clk?jk=eadece4828076aa0&fccid=372b4882af6143cb&vjs=3
447,Business Analyst,Senior UX Designer,Melbourne VIC,Pro Search Partners Pty Ltd,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=323445aa4a257656&fccid=69ef5c55d8a8805c&vjs=3
448,Business Analyst,Senior FX Solutions Developer,Melbourne VIC,Profusion Group,"$180,000 a year",None,23 days ago,https://www.indeed.com/rc/clk?jk=ca8ea1aaf3c10c44&fccid=34aeee3382b744b8&vjs=3
449,Business Analyst,Risk Manager,Melbourne VIC,Wirecard Asia,"$100,000 - $108,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=5d1ac71d85c72e6f&fccid=309bae4688206d1f&vjs=3
450,Business Analyst,Operations Associate - Funds Management,Melbourne VIC,FourQuarters,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=673410b54afea1cb&fccid=3c9bc1385272ea26&vjs=3
451,Business Analyst,"Finance Manager - Commercial, Planning & Analysis",Melbourne VIC,Sharp & Carter,"$150,000 a year",None,27 days ago,https://www.indeed.com/rc/clk?jk=3ad1ab746001e2c2&fccid=f8f9bb2af86e4fd7&vjs=3
452,Business Analyst,Office Manager | Accounting Firm | MYOB,Melbourne VIC,Brook Recruitment,None,None,13 days ago,https://www.indeed.com/rc/clk?jk=6c3ca6a084a5e88f&fccid=372b4882af6143cb&vjs=3
453,Business Analyst,Business Analysts (Payments and Switch Domain),Melbourne VIC,Zone IT Solutions,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=8a59bca2555dca73&fccid=2939b66dc7c2f128&vjs=3
454,Business Analyst,Senior Security Specialist,Melbourne VIC,Red Resources,None,None,13 days ago,https://www.indeed.com/rc/clk?jk=d3ad6f52dcc6f18b&fccid=644ecfdc7ba2bd22&vjs=3
455,Business Analyst,WebMethods Consultants,Melbourne VIC,Zone IT Solutions,"$100,000 - $140,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=5cf90468e2e26847&fccid=2939b66dc7c2f128&vjs=3
456,Business Analyst,Office Manager | Accounting Practice | $93k PKG,Melbourne VIC,Brook Recruitment,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=9ae4687d56971dab&fccid=372b4882af6143cb&vjs=3
457,Business Analyst,Manager - Performance Analysis & Attribution - Funds Managem...,Melbourne VIC,Kaizen Recruitment,"$180,000 a year",None,19 days ago,https://www.indeed.com/rc/clk?jk=7ffc4df1a71443ff&fccid=2202170e724d2012&vjs=3
458,Business Analytics Specialist,Digital Analytics Specialist,Melbourne VIC,MightyHive,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=835251b9c7adef1c&fccid=467aefff3a9cf758&vjs=3
459,Business Analytics Specialist,Optimisation & Personalisation Specialist - 12-months fixed...,Melbourne VIC,Kmart,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=5e0581ba6e549990&fccid=a8109ce9cc9fb03c&vjs=3
460,Business Analytics Specialist,Telephony and Technology Specialist,Melbourne VIC,TAL,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=a68a2146def85c32&fccid=cdaed336ada75395&vjs=3
461,Business Analytics Specialist,SEO Specialist,Docklands VIC,Medibank,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=cd08849a6e41b71c&fccid=b7652dc7de6d908c&vjs=3
462,Business Analytics Specialist,MI Product Sales Specialist,Richmond VIC,GE Healthcare,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=69ad6f56f0dda279&fccid=65b5f2aba4dbd31f&vjs=3
463,Business Analytics Specialist,"Specialist, Pricing",Melbourne VIC,Insurance Australia Group,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=41c002de1270df01&fccid=2bb0d4ee03f1e6d1&vjs=3
464,Business Analytics Specialist,Administrator,Melbourne VIC,Link Group,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=111a0576f94723af&fccid=7ab5f4f72fdce966&vjs=3
465,Business Analytics Specialist,Communications and Correspondence Consultant,Melbourne VIC,Link Group,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=bebfc57631389271&fccid=7ab5f4f72fdce966&vjs=3
466,Business Analytics Specialist,Digital Tech Developer Specialist,Melbourne VIC,Accenture,"$80,000 - $120,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=2017c27221889048&fccid=a4e4e2eaf26690c9&vjs=3
467,Business Analytics Specialist,Specialist Senior,Melbourne VIC,Deloitte,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=1319009d6c4f7575&fccid=9e215d88a6b33622&vjs=3
468,Business Analytics Specialist,Senior Connect Specialist TAM,Melbourne VIC,AWS Australia Pty Ltd,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=a8591b9800708914&fccid=fe2d21eef233e94a&vjs=3
469,Business Analytics Specialist,"Network, Design & Installation (ND&I) Specialist",Richmond VIC,GE Healthcare,None,None,29 days ago,https://www.indeed.com/rc/clk?jk=2afcb3ad5b0b2609&fccid=65b5f2aba4dbd31f&vjs=3
470,Business Analytics Specialist,Fund Accountant,Melbourne VIC,Link Group,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=d247a4d7a854de6c&fccid=7ab5f4f72fdce966&vjs=3
471,Business Analytics Specialist,Unit Registry Manager,Melbourne VIC,Link Group,None,None,16 days ago,https://www.indeed.com/rc/clk?jk=64c8f4a49795964b&fccid=7ab5f4f72fdce966&vjs=3
472,Business Analytics Specialist,Online Trading Manager,Melbourne VIC,Kmart,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=d00638c7e81af5a1&fccid=a8109ce9cc9fb03c&vjs=3
473,Business Analytics Specialist,Senior CRM Specialist /Analytics Specialist,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=476a52d58eb1e69c&fccid=77087bd1709a8148&vjs=3
474,Business Analytics Specialist,Google AdWord Specialist Award winning digital Agency,Melbourne City Centre VIC,Pearson Frank,"$60,000 - $75,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=cfac8448d8108a49&fccid=c8fa5ac156899f61&vjs=3
475,Business Analytics Specialist,Email Marketing Specialist,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=04fa22ad43511c70&fccid=77087bd1709a8148&vjs=3
476,Business Analytics Specialist,Paid Social Specialist Richmond,Melbourne City Centre VIC,Pearson Frank,"$60,000 - $70,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=249c955e330354f4&fccid=c8fa5ac156899f61&vjs=3
477,Business Analytics Specialist,Paid Social Specialist Richmond,Melbourne City Centre VIC,Pearson Frank,"$80,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=663350ec54495651&fccid=c8fa5ac156899f61&vjs=3
478,Business Analytics Specialist,Campaign Specialist - Public Sector,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=c9f3903b64c2494a&fccid=77087bd1709a8148&vjs=3
479,Business Analytics Specialist,Performance Media Specialist - Leader in online gaming,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=1d6155a2c80d855f&fccid=77087bd1709a8148&vjs=3
480,Business Analytics Specialist,SEM - PPC Specialist Award winning digital Agency,Melbourne City Centre VIC,Pearson Frank,"$70,000 a year",None,15 days ago,https://www.indeed.com/rc/clk?jk=def38cd2baaafd02&fccid=c8fa5ac156899f61&vjs=3
481,Business Analytics Specialist,Digital Marketing Specialist I Technology Firm,Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=d14a0e0e41819676&fccid=77087bd1709a8148&vjs=3
482,Business Analytics Specialist,Paid Search Specialist Award winning digital Agency,Melbourne City Centre VIC,Pearson Frank,"$60,000 - $75,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=df0f641bf2f873c2&fccid=c8fa5ac156899f61&vjs=3
483,Business Analytics Specialist,Performance Marketing and Acquisition specialist - eCommerce,Burnley VIC,WeAreDigital,"$60,000 - $90,000 a year",None,19 days ago,https://www.indeed.com/rc/clk?jk=3d503a286ef62c2e&fccid=13c0112d245ae340&vjs=3
484,Business Analytics Specialist,Digital and Data Campaign Specialist (Financial Services),Melbourne VIC,Michael Page,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=105e313f33c601b9&fccid=77087bd1709a8148&vjs=3
485,Business Analytics Specialist,Paid Search / SEM Specialist Award winning digital Agency,Melbourne City Centre VIC,Pearson Frank,"$60,000 - $75,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=0b8faa26e3a8d8f6&fccid=c8fa5ac156899f61&vjs=3
486,Business Analytics Specialist,Senior Consultant Security Engineer,Melbourne VIC,NAB - National Australia Bank,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=ca71215daa1d3746&fccid=65c671d9556962f4&vjs=3
487,Business Analytics Specialist,Quality Engineer /Sr. Engineer(Automation/Performance),Melbourne VIC,Adaps,"$90,000 - $160,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=1b9afe234f278390&fccid=ad7d1489eb2ecef6&vjs=3
488,Business Analytics Specialist,Software Solution Architect - Independent Software Vendors,Melbourne VIC,Greythorn Specialist Technology Recruitment,None,None,6 days ago,https://www.indeed.com/rc/clk?jk=e3da3ab7b520a9c1&fccid=e3775ab426a075cd&vjs=3
489,Business Analytics Specialist,Quality Engineer /Sr. Engineer(Pega/Salesforce/Appium),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=0f447a18e78b1843&fccid=ad7d1489eb2ecef6&vjs=3
490,Business Analytics Specialist,Quality Engineer /Sr. Quality Engineer(Automation),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=c455b0c8a864dcb9&fccid=ad7d1489eb2ecef6&vjs=3
491,Business Analytics Specialist,Quality Engineer – Performance,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=e4655465eaa4ff99&fccid=ad7d1489eb2ecef6&vjs=3
492,Business Analytics Specialist,Quality Engineer /Sr. Engineer(Automation),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=d9909519e57b8865&fccid=ad7d1489eb2ecef6&vjs=3
493,Business Analytics Specialist,Senior Performance Manager,Melbourne VIC,Ultimate Asset,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=87ce140b37219448&fccid=1b1e21f69156efed&vjs=3
494,Business Analytics Specialist,SalesForce Technical Lead,Melbourne VIC,Jenny Barbour,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=23bee08ffcb31731&fccid=d81783858e1b6fcc&vjs=3
495,Business Analytics Specialist,Performance Account Manager | Award winning agency in Richmo...,Melbourne VIC,Pearson Frank,"$65,000 - $80,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=718512dff28b519b&fccid=c8fa5ac156899f61&vjs=3
496,Business Analytics Specialist,Quality Engineer /Sr. Engineer(Automation/Performance/Securi...,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=935ce3e7d04ef20c&fccid=ad7d1489eb2ecef6&vjs=3
497,Business Analytics Specialist,Digital Account Manager | SEO SEM SMM / Richmond /,Melbourne VIC,Pearson Frank,"$90,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=1c2ad469b85d461b&fccid=c8fa5ac156899f61&vjs=3
498,Business Analytics Specialist,ibm datacap consultant,Melbourne VIC,Randstad,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=c39e3bd278beba24&fccid=f8b265243da9f9d7&vjs=3
499,Business Analytics Specialist,Performance Account Manager | Award winning agency in Richmo...,Melbourne VIC,Pearson Frank,"$140,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=87ca02e885b068b3&fccid=c8fa5ac156899f61&vjs=3
500,Business Analytics Specialist,Performance Test Engineer – Senior,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=587753f7c6c6a36a&fccid=ad7d1489eb2ecef6&vjs=3
501,Business Analytics Specialist,Quality Engineer [Senior – Architect] (Automation/Performanc...,Melbourne VIC,Adaps,"$90,000 - $160,000 a year",None,30+ days ago,https://www.indeed.com/rc/clk?jk=dc5a2f056c0aefa2&fccid=ad7d1489eb2ecef6&vjs=3
502,Business Analytics Specialist,Automation Test Engineer – Senior,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=ea7ba0b545088ed1&fccid=ad7d1489eb2ecef6&vjs=3
503,Business Analytics Specialist,Quality Engineer /Sr. Engineer (Automation/Performance/Secur...,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=5dcf087571a8eb5c&fccid=ad7d1489eb2ecef6&vjs=3
504,Business Analytics Specialist,Performance Test Engineer – Senior,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=8f8410bcdafea752&fccid=ad7d1489eb2ecef6&vjs=3
505,Business Analytics Specialist,Quality Engineer /Sr. Engineer(Automation/Performance/Securi...,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=f507be02ad981055&fccid=ad7d1489eb2ecef6&vjs=3
506,Business Analytics Specialist,Automation Test Engineer – Senior,Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=80c7fc2ed0bb4440&fccid=ad7d1489eb2ecef6&vjs=3
507,Business Analytics Specialist,Quality Engineer – Senior (Automation/Performance/Security),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=18bd15772961776b&fccid=ad7d1489eb2ecef6&vjs=3
508,Business Analytics Specialist,Automation Test Engineer (Lead / Senior),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=8d3a23329f231792&fccid=ad7d1489eb2ecef6&vjs=3
509,Business Analytics Specialist,Automation Test Engineer (Lead / Senior),Melbourne VIC,Adaps,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=96d297352c062e5d&fccid=ad7d1489eb2ecef6&vjs=3
510,Business Analytics Specialist,Email Marketing,Melbourne VIC,Lion Digital Pty Ltd,$20 - $50 an hour,None,6 days ago,https://www.indeed.com/company/Lion-Digital-Pty-Ltd/jobs/Email-Marketing-0ba3c2fd1828d4bc?fccid=d55711558d4e2934&vjs=3
511,Business Analytics Specialist,Informatica Data Quality Specialist,Melbourne VIC,Fortune Select,None,None,Just posted,https://www.indeed.com/rc/clk?jk=ddb68fb7be9bbb11&fccid=0ddd285ee27b130f&vjs=3
512,Business Analytics Specialist,Performance Marketing Specialist,Melbourne VIC,sidespace.com.au,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=50e361f6c7ea6388&fccid=da3980a1fd092da1&vjs=3
513,Business Analytics Specialist,Manager,Melbourne VIC,Atomic212,"$70,000 - $90,000 a year",None,19 days ago,https://www.indeed.com/rc/clk?jk=2f024a40f1b22bbd&fccid=ef46918986006ba7&vjs=3
514,Business Analytics Specialist,Payments Specialist,Melbourne VIC,Plan B Recruitment,"$75,000 - $85,000 a year",None,8 days ago,https://www.indeed.com/rc/clk?jk=5515f3f14d0116f0&fccid=6ffd7ab1d795ae51&vjs=3
515,Business Analytics Specialist,Inventory Controller,Melbourne VIC,MACRO Recruitment,"$70,000 - $80,000 a year",None,17 days ago,https://www.indeed.com/rc/clk?jk=1c9c1c5e36fe966b&fccid=2189daba1d183f23&vjs=3
516,Business Analytics Specialist,Paid Social Specialist Richmond,Melbourne City Centre VIC,FRG Technology Consulting,"$80,000 a year",None,22 days ago,https://www.indeed.com/rc/clk?jk=c17dc5a407d19240&fccid=79a4f894c1383f39&vjs=3
517,Business Analytics Specialist,National Sales Manager - Retail,Melbourne VIC,Blackbook Executive,None,None,Just posted,https://www.indeed.com/rc/clk?jk=e88dac43cf3b55cd&fccid=dbdf6ff3a17b66a1&vjs=3
518,Business Analytics Specialist,Business Development Manager / Recruitment Consulltant,Melbourne VIC,PBT Group Australia,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=a5dd0a7bec3ac369&fccid=df46cdc930736206&vjs=3
519,Business Analytics Specialist,Automation Specialists and Defect Managers,Melbourne VIC,Araza,None,None,Today,https://www.indeed.com/rc/clk?jk=29a3f39f02933805&fccid=7da492f7ba6b6eb1&vjs=3
520,Business Analytics Specialist,eCommerce Trading & Optimisation Specialist,Melbourne VIC,Tryzens,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=36f88184cabc4298&fccid=2e43d32519dd8fbe&vjs=3
521,Business Analytics Specialist,Insights Senior Consultant,Melbourne VIC,IRI APAC,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=4985e08984fedb76&fccid=d742877feec7b0c6&vjs=3
522,Business Analytics Specialist,SEM - PPC Specialist Award winning digital Agency,Melbourne City Centre VIC,FRG Technology Consulting,"$70,000 a year",None,14 days ago,https://www.indeed.com/rc/clk?jk=b562ef7389dbac13&fccid=79a4f894c1383f39&vjs=3
523,Business Analytics Specialist,"Data Specialists (AI, IoT, ML)",Melbourne VIC,LAB3 Solutions,None,None,30+ days ago,https://www.indeed.com/rc/clk?jk=001df85194b08222&fccid=4af0a8582273ad5a&vjs=3
524,Business Analytics Specialist,Senior Back-End Developer,Melbourne VIC,Crypto Recruit,None,None,10 days ago,https://www.indeed.com/rc/clk?jk=45913e428bf0e373&fccid=875ac75dd66f4c49&vjs=3
