"","ï..","Search","Title","Location","Company","Salary","Summary","Post_Date","Link","description"
"622",621,"QA Analyst","Quality Assurance Engineer","East Melbourne VIC","Ignite Specialist Recruitment Services","$80,000 a year","None","13 days ago","https://www.indeed.com/rc/clk?jk=e1a2d217b51356f4&fccid=2e079494548db3d1&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                An exciting role has opened in Melbourne’s East, join a team who are dedicated to running quality assurance activities to keep the mechanical and electrical operations of their facility at peak performance.Key Responsibilities
Oversee and support testing, inspection, and validation of critical equipment and technical systems, spares, plant and facilities.
Ensure equipment is calibrated by external service providers and equipment owners, with the level and frequency of calibration appropriate to the intended use of the equipment, and with suitable traceability.
Provide expert advice in tender review processes as an SME for project quality planning and supplier quality assurance.
Develop and improve management system procedures, tools and templates to support operations and quality planning for projects.
Conduct process, inventory and compliance inspections and internal audits and identify any need for improvement and/or corrective action.
Lead complex investigations for the resolution of quality issues in a timely manner.
Occasionally witness factory acceptance testing or first article inspections at the supplier locations, as required for operational, capital and major projects.
Assist with external management system audits.
Key Skills & Experience
A Bachelor degree qualification in Engineering or Quality Assurance.
Quality Assurance experience in Manufacturing/ Engineering industry
Experience in developing equipment inspection and test plans and ensuring equipment calibration.
Certificate in internal auditing or a recognised auditor certification
Experience in conducting effective internal audits.
Strong analytical and problem-solving skills and attention to detail.
Knowledge and understanding of project management and engineering design principles.
Nice to have:
Experience working in a highly regulated industry such as automotive or aerospace.
Strong understanding of ISO 9001 Quality Management Systems.
Experience in development of process-maps.
SAP user experience.
If you are an Australian Citizen with the key skills and experience required, then don’t hesitate to contact Harry on 0487 443 130 or click APPLY!
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"623",622,"QA Analyst","Test Analyst - Microsoft Dynamics 365","Melbourne City Centre VIC","Peoplebank","None","None","16 days ago","https://www.indeed.com/rc/clk?jk=3a0fb2c9ef93db6e&fccid=c90e910978217fed&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                6 months contract role
ASAP start
Melbourne CBD
Overview:
Our client is looking for an experienced Test Analyst to work for one of the Australia's Retail Giant.
Experience required:
Experience with Microsoft Dynamics 365 is a must
Years of experience in Integration and agile testing
Prefer retail systems test experience.
If you believe you have the skills and experience, apply now as this opportunity won't be around for long.
For more information or a confidential discussion, please contact Lavanya Swamy on 03 8080 7213 quoting reference number #202860
Please click the apply button.
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"624",623,"QA Analyst","Quality Assurance Associate- Medical","Melbourne VIC","Arrow Group Pty Ltd","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=e15c484e649be4c0&fccid=fe43ef9374e49b66&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                • Global Medical Devices & Equipment CompanyOpportunity to Take Ownership of the RoleGreat Culture in Brilliant Location

Part of the growing Australian subsidiary of this highly successful medical company, this prominent brand enjoys the respect and admiration of the Australian medical community. Located in the leafy South Eastern suburbs of Melbourne, the team culture and sense of purpose within this business is exemplary. They are currently seeking to appoint a suitably qualified and experienced QA Associate to be a key member of their local team.

Working closely with the Quality Assurance Manager, your previous experience in a QA function will enable you to undertake a range of duties which will include:Review documentation and if complete, authorise release of productEnsure documentation updated in reporting systems (Q Track and Q Doc) complete and compliantInvestigate customer complaints and follow up with appropriate remediationAssist with periodic audits (local/ internal, corporate and 3rd party)Liaise with Production team to ensure compliance with QA protocols and documentationFollow up relevant departments for any documentation as requiredLiaise with global Regulatory Affairs Officers, providing documentation to satisfy country regulatory compliance.

To be successful in this role you will:Hold a Bachelor of Science Degree or similarHave relevant prior experience in a QA function within the medical devices/ pharmaceutical industry. Any exposure to Regulatory Affairs would be highly regarded.Be meticulous in data management activities, with a solid understanding of documentation control protocolsHave excellent communication skills with the ability to liaise from shop floor level through to global Quality ManagersLOVE assuming responsibility and accepting accountability for your own work but be equally happy in a positive team based environment.

This is a fantastic opportunity within a growing medical devices manufacturing industry, located right here in Melbourne! A competitive salary is offered plus the support of an engaged and approachable senior management team.

Opportunities such as this are rare, so don’t delay in securing your QA future. Applications are open NOW!

Arrow Group is committed to equity and diversity but can only consider candidates currently resident in and with the right to work permanently in Australia. Applicants who require sponsorship or are holding a Working Holiday Visa will NOT be considered.
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"625",624,"QA Analyst","Senior Analyst â€“ Quality Engineer","Melbourne VIC","Adaps","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=87cec25c94fe77a9&fccid=ad7d1489eb2ecef6&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Senior Analyst – Quality Engineer
Permanent role
Melbourne
Key Responsibilities:
Project Delivery
Work in an agile environment, attending stand-ups, retros, planning, showcases and other agile meetings and resolve technical barriers and roadblocks impacting delivery teams.
Track delivery outcomes against key performance indicators and provide reporting to the Development Technical Lead or Engineering Manager.
Design & Build
Experience with building enterprise level Microservices using Java, Spring Boot (Must).
Participating in the following areas:
automated functional testing coverage (towards 100%)
automated unit testing (error handling, algorithm verification, exception case coverage, valid flow coverage)
automated component-based testing including stubs/mocks and driver technologies and frameworks
automated performance and resource consumption testing both at unit and component levels Client structural and naming convention standards
Driving the incorporation of quality improvements in new and deployed code (via refactoring strategies).
Managing transition from outsourced manual and/or assisted testing to automated/real time/hands-off testing.
Driving an Automation led approach for system, SIT and unit testing across Client, and contributing to platform integration and performance tests.
Providing insights & trend analysis of discrepancies and defects against agreed quality metrics.
Proactively managing risk; meeting all policy and compliance requirements; perform controls; adhere to Process and Procedures.
Required skills:
You must have hands on experience writing JAVA code, specifically using Spring Boot
AWS experience, Certification preferred. Azure experience, highly regarded
Experience with Python, Shell
Experience with Cloud performance engineering techniques
Experience with Performance tuning of databases
Experience with CI/CD, TDD, BDD
Experience in some of the following tools: Jira, Confluence, Selenium, Perfecto, SOAP UI, CA Lisa, SQL, Jmeter, Rest, Protractor, GitHub, Lean FT, API, Microservices, Service Virtualisation, Cucumber, Wiremock, Groovey, Docker
Must know how to do quality coding and quality testing.
Build infrastructure in AWS environment.
Lua experience is a bonus
How to apply:
Please apply calling Rams on 03 8506 6524 for further details. Applications closes based on the volume of applications received. Only short-listed candidates will be contacted.
Adaps is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"626",625,"QA Analyst","Automation Test analyst â€“ Senior","Melbourne VIC","Adaps","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=0d8d1021ec72f4ba&fccid=ad7d1489eb2ecef6&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Develop frameworks from scratch, selenium, SoapUI
Experience in AWS, API testing/unit testing
MQ, Payments Integration, FX, treasury etc.
Senior Automation Test analyst6 months contract on a view to extendLargest Financial clientMelbourne VIC
Key skills
Senior Quality/Analysts will focus specifically on quality assurance, test automation and analysis needed to complete the multiple streams relating to TLM (IPEP, NPP Fast Payments API, FCA Channel/Ledger Orchestration, Liquidity Management), In parallel with other in-flight, funded initiatives:
Must have
Develop frameworks from scratch, selenium, SoapUI, any experience in AWS, API testing/unit testing.
Nice to have
MQ, Payments Integration, FX, treasury etc.
How to apply:
Please apply using the link below or contact (Neil – (03) 8506 6522 / ) for further details. Applications closes based on the volume of applicants received. Only short-listed candidates will be contacted.
Note: Please share your resume in Word format only.
Are you keen to know about more jobs with us? There are plenty of opportunities awaiting you at adaps.com.au/job/
(You need to be a citizen of Australia or New Zealand or hold a permanent residency visa to apply)
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"627",626,"QA Analyst","Senior Automation Test Analyst","Melbourne VIC","Adaps","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=9cfc67f674e6618a&fccid=ad7d1489eb2ecef6&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Automation Test Analyst
Mel CBD
06 Months contract on a view to extend
Large Insurance Organisation
Adaps is seeking for Automation Test Analyst, who are ambitious to work with one of the large Insurance Organisation @ Mel CBDRole:Mandatory skills:
Experience building End to End automation framework
Maintain existing frameworks
Experience with API automation using POSTMAN and SOAP UI (REST/SOAP & JSON/XML)
Selenium/cucumber
Java experience
Advanced SQL experience (pref. working with DB2)
TDD/BDD experience
Experience working in Agile environment
Ability to work independently and with team members
Jira (Test Management Tool)
CI/CD experience (pref. Jenkins/Bamboo)
Desirable skills
Experience working in Insurance/Superannuation
Experience automating IOS and Android Apps
How to apply:
Please apply using the link below or contact Ricky on 03 8506 6521 for a confidential review. Applications closes based on the volume of applicants received. Only short-listed candidates will be contacted.
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"628",627,"QA Analyst","Quality Assurance Manager","Melbourne VIC","Michael Page","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=a3474b740dd26069&fccid=77087bd1709a8148&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Maternity Leave Cover

Strong Pipeline of Work

About Our Client
My client is a Ingredient Importer that supplies to the Food, Beverage, Pharmaceutical and other industries in Australia.

Job Description
Maintain QMS document files.

Manage shipment to avoid any delays

Run internal and external audits

Deal with and reduce NCR's

Liaise with Sales, Finance and Logistics teams

Liaising with suppliers and customers regarding quality documentation

Working with service providers particularly freight and storage companies to ensure best practice, adherence to our HACCP requirements, containment of costs and on time delivery of stock.

Update PIF's

Import and Export

The Successful Applicant
Experience withUTZ, Organic, RA and other sustainability portals

Experienced with running audits - both internal and external.

Labelling knowledge and experience

HACCP accredited

Strong communications skills

Personable and easy to get along with

Import and Export experience

Minimum 3 years experience in similar role

What's on Offer
A 12 month contract and friendly work environment is on offer for the successful candidate. If you have the relevant experience, please apply to the role.

Only immediately available candidates living in Melbourne will be considered.

Contact:
Michael Tsivoglou
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"629",628,"QA Analyst","Senior Test Analyst / Lead (Pega)","Melbourne VIC","Adaps","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=25b63d0653a8f8dc&fccid=ad7d1489eb2ecef6&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Senior Test Analyst / Lead (Pega)
Permanent role
Melbourne CBD
Must haves:
Pega experienced tester
Hands on automation tester– Java/Selenium experience
Manage squads
Effective decision making
80% hands on 20% Lead responsibilities
Integration testing- how to strategise it
owning delivery
Manage 3-4 squads
Nice to haves:
AWS
How to apply:
Please apply calling Rams on 03 8506 6524 for further details. Applications closes based on the volume of applications received. Only short-listed candidates will be contacted.
Adaps is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"630",629,"QA Analyst","Instrument Validation Specialist","Melbourne VIC","Bell People","None","None","9 days ago","https://www.indeed.com/rc/clk?jk=ad737a62a8bd1425&fccid=18d2f862c4b8d618&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Global Pharmaceutical Manufacturing Organisation
Excellent Contract Opportunity
Melbourne & CBD Inner Suburbs
About the Company
Our client is one of the world’s leading global pharmaceutical manufacturers and suppliers of pharmaceutical related products for the local and overseas global market. They are well known for their operational excellence, passion for innovation and are an iconic Australian household name.
Due to new project requirements, our client is now seeking an Instrument Validation Specialist to work closely with Laboratory Analysts & be responsible for preparing risk assessments & test cases for all laboratory computer based equipment.About the Opportunity
Working within a close knit team, key responsibilities include the following:
Participate in the development of laboratory instrument requirements & plans, working closely with team members.
Prepare risk assessments & test scripts ensuring all documentation is completed in relation to regulatory guidelines.
Develop & implement validation protocols UAT, IQ, OQ & PQ in relation to qualification & lifecycle of instrumentation.
Ensure all laboratory software is validated according to GMP, TGA and FDA regulatory approved guidelines.
Be responsible for SOPs, validation protocols & technical documents in relation to qualification and lifecycle management.
Effectively liaise with laboratory analysts & QA/QC on a regular basis in relation to laboratory equipment applications.About you
You will be a self-starter with the following skills and experience:
Tertiary qualifications in Science, IT or Computer Systems.
Specific experience with laboratory instruments within a pharmaceutical & medical device environment.
Sound experience with IQ, OQ & PQ requirements and working with laboratory software.
Sound knowledge & understanding experience in compliance with cGMP, GLP, GxP and Laboratory quality systems & requirements.
Well Developed communication & interpersonal skills.
Culture & Benefits
This is an exciting opportunity for an individual with laboratory instrumentation and software skills and software skills experience within a pharmaceutical, medical device or biotechnology background to join a leading pharmaceutical organisation to further develop their skills and experience within a highly regulated environment.
This contract role requires immediate start and is an ongoing contract.How To Apply
To find out more information or for further discussion,please contact Sue Campbell on 1300 793 994 or 0417 994 917 or Malavika Menon on 0420 665 171.
PLEASE SUBMIT MS WORD DOCUMENTS ONLY
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"631",630,"QA Analyst","Quality Assurance Manager - South East","Melbourne VIC","Durant Recruitment","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=5f2a95847d4f1e74&fccid=093dea80c8e1cfae&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Our Client is currently looking for a experienced Quality Control Manager who has experience in the dairy industry. Someone who is energetic, enthusiastic and ready to hit the ground running. The role is based in the south eastern suburbs and requires the successful applicant to be flexible and self-motivating.
Key Requirements:Minimum of 5 years hands-on plant experience in the dairy plant or food industry operations, with a 3 plus years of people leadership supervisory experienceExcellent communication skills both verbal and writtenEnsure that specific risk assessments (e.g., HACCP, product contamination, production interruption, etc.) performed to minimise health or accident risks and prevent product and asset lossesManage and provide support to the external audit such as DFSV; AQIS; US FDA; customer; etcManage and ensure compliance (including all quality documents) with SQF 2000; HACCP; Coles Supplier Quality Requirement ProgramManage day-to-day operations of quality control departmentMust be an active participant in a “hands-on” work environmentCommunicates with all departments to ensure the QA process is followedFamiliarity with the tools, concepts and methodologies of quality managementStrong verbal/written communication skillsImplement, obtain qualification and maintain GMP practices within the organizationExperience with Dairy/Food processing equipment, fluid milk production and CIP systems.Proven knowledge of operations, manufacturing, engineering/quality assurance.Implement, support and maintain sanitation management systems, continuous improvement programs, food safety and preventative sanitation.
 The remuneration will be generous and negotiable based on experience. You will need to prove your knowledge and experience. Being a team player is an essential part of this role. If you are looking for hands on and fast paced environment, then this is the job for you.
Job Type: Full-time
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"632",631,"QA Analyst","Test Analyst","Melbourne VIC","Altitude Recruitment","$300 - $600 a day","None","30+ days ago","https://www.indeed.com/rc/clk?jk=da0612971f1a19a0&fccid=da5bb590e499792a&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Test Analyst - QA Analyst - Automation
3 month initial contract - GL integration
Melbourne CBD - Immediate StartTHE ROLE:
The Tester will work with the Software Development team and the assignment will be for an initial 3 months. The position is with a large cloud based software platform and is designed to test export files that will be generated out of the software and fed into a General Ledger system.
RESPONSIBILITIES:
Develop and execute Test Conditions and Test Plans for GL integrations
Raise and retest defects
Get automated regression test scripts updated with the new test scenarios.
REQUIREMENTS:
Relevant testing experience in an automated environment
Experience with or an understanding of how General Ledger systems work
Experience in testing Financial/Payroll applications
Relevant tertiary qualifications and industry certifications
Unrestricted work rights in Australia.
HOW TO APPLY:
Please apply using the link below or call Damian on 03 8609 1228.
Altitude is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.
759946
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"633",632,"QA Analyst","Automation Digital Test Analyst","Melbourne VIC","Altitude Recruitment","None","None","30+ days ago","https://www.indeed.com/rc/clk?jk=6e76cd3e31d01088&fccid=da5bb590e499792a&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Automation Digital Test Analyst - JIRA
Contract or permanent positions (6 months)
Collingwood VIC - Large Digital CompanyTHE ROLE:
Altitude is seeking an experienced Automation Test Analyst with Digital Project experience for a contract position in Melbourne - Collingwood. This is an initial 6-month contract opportunity however, a permanent role may be considered too. This position will work with a talented group of people on a large project.REQUIREMENTS:
Experience working with transactional digital implementations
Functional, Load, Integration & User Acceptance Testing, API Testing planning and execution experience
Experience in SoapUI, jMeter/Neoload, Selenium and Codeception
JIRA experience is essential
Cross-browser / Cross-devive / Accessibility testing experience
Knowledge of JavaScript & HTML5 / CSS3
Unrestricted work rights in Australia.
HOW TO APPLY:
Please apply using the link below or call Damian on 03 8609 1228.
Altitude is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.
760857
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"634",633,"QA Analyst","Automation Digital Test Analyst","Melbourne VIC","Altitude Recruitment","$85,000 - $120,000 a year","None","30+ days ago","https://www.indeed.com/rc/clk?jk=31fb9ba96a829660&fccid=da5bb590e499792a&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Automation Digital Test Analyst - JIRA
Contract or permanent positions (6 months)
Collingwood VIC - Large Digital CompanyTHE ROLE:
Altitude is seeking an experienced Automation Test Analyst with Digital Project experience for a contract position in Melbourne - Collingwood. This is an initial 6-month contract opportunity however, a permanent role may be considered too. This position will work with a talented group of people on a large project.REQUIREMENTS:
Experience working with transactional digital implementations
Functional, Load, Integration & User Acceptance Testing, API Testing planning and execution experience
Experience in SoapUI, jMeter/Neoload, Selenium and Codeception
JIRA experience is essential
Cross-browser / Cross-devive / Accessibility testing experience
Knowledge of JavaScript & HTML5 / CSS3
Unrestricted work rights in Australia.
HOW TO APPLY:
Please apply using the link below or call Damian on 03 8609 1228.
Altitude is an equal opportunity employer that actively embraces diversity in its workforce through accurate community representation of gender, culture; thought and work arrangements.
760857V
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
"635",634,"QA Analyst","Senior Test Analyst - Security","Melbourne VIC","Aurec Human Capital Group","None","None","18 days ago","https://www.indeed.com/rc/clk?jk=fc65fb1031a6daa6&fccid=07536a6769894b49&vjs=3","
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'aboveFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                Senior Tester or Test Lead
Aurec has been engaged to recruit for a Senior Tester or Test Lead. This is an exciting opportunity with an organisation that is undergoing a Large Security Transformation Program.

Based in conveniently in the CBD in Melbourne.
Fantastic long-term contract - Initially 6 months + further extensions

This Senior Tester or Test Lead will work on Application Security and Hardening their Platforms. This role will be split on these two streams.Criteria required:
Application and Platform Security
Secured Software Development Lifecycle Management
Infrastructure (On Prem and Cloud; Windows and Linux), Network, Storage
CICD
Infrastructure as Code
Understanding of BSIMM and OWASP
CIS Benchmark Compliance
Understanding of Mobile Device and wireless Security
Understanding of APRA and APHRA compliance
**Please only apply if you match 60%/70% of the criteria**

Interested in finding out more or do you already want to be considered? Hit the Apply button
                try {
                    window.mosaic.onMosaicApiReady(function() {
                        var zoneId = 'belowFullJobDescription';
                        var providers = window.mosaic.zonedProviders[zoneId];

                        if (providers) {
                            providers.filter(function(p) { return window.mosaic.lazyFns[p]; }).forEach(function(p) {
                                return window.mosaic.api.loadProvider(p);
                            });
                        }
                    });
                 } catch (e) {};
                "
